categoria_principal_articulo;subcategoria_articulo;nombre_articulo;id_articulo;formato_venta_articulo;precio_articulo_por_formato_venta_articulo;unidad_medida_articulo;precio_por_unidad_articulo;cantidad_unidad_medida_articulo;url_enlace_articulo;imagen_articulo
Cuidado facial y corporal;Protector solar y aftersun;Aceite solar protector Delial FPS 30;12930;Spray;9.90;100 ml;66.00;0,15;https://tienda.mercadona.es/product/12930/aceite-solar-protector-delial-fps-30-bronze-resistente-agua-spray;https://prod-mercadona.imgix.net/images/2cf9488ff6f6fc964c11195074f201fd.jpg?fit=crop&h=300&w=300
Cuidado facial y corporal;Protector solar y aftersun;Aceite solar protector bronceado intenso Deliplus FPS 15;12941;Spray;5.50;100 ml;27.50;0,2;https://tienda.mercadona.es/product/12941/aceite-solar-protector-bronceado-intenso-deliplus-fps-15-resistente-agua-deliplus-spray;https://prod-mercadona.imgix.net/images/17e526e50e1cc0baa9e41f7d24a2b2ac.jpg?fit=crop&h=300&w=300
Cuidado facial y corporal;Protector solar y aftersun;Aftersun leche corporal Ecran hidratante y reparadora;23616;Bote;6.00;100 ml;15.00;0,4;https://tienda.mercadona.es/product/23616/aftersun-leche-corporal-ecran-hidratante-reparadora-bote;https://prod-mercadona.imgix.net/images/2aaeee6806c5c1eb9d93017fccf40e92.jpg?fit=crop&h=300&w=300
Cuidado facial y corporal;Protector solar y aftersun;Mousse corporal autobronceador Deliplus transparente;23459;Bote;6.70;100 ml;31.90;0,21;https://tienda.mercadona.es/product/23459/mousse-autobronceadora-transparente-corporal-deliplus-bote;https://prod-mercadona.imgix.net/images/6d1d0d8dd6fcf7eb166ea8436c9696cd.jpg?fit=crop&h=300&w=300
Cuidado facial y corporal;Protector solar y aftersun;Toallitas rostro y cuerpo autobronceadoras Deliplus monodosis;46986;Caja;5.00;ud;0.83;6;https://tienda.mercadona.es/product/46986/toallitas-autobronceadoras-deliplus-monodosis-caja;https://prod-mercadona.imgix.net/images/8a55bcacbedbecb7aa30fda36891a082.jpg?fit=crop&h=300&w=300
Cuidado facial y corporal;Protector solar y aftersun;Loción corporal Bronz efecto bronceado Deliplus;79202;Bote;3.75;100 ml;9.38;0,4;https://tienda.mercadona.es/product/79202/locion-corporal-efecto-bronceado-deliplus-bote;https://prod-mercadona.imgix.net/images/59ed06bf653e1cd8d3215ba2225bf917.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Aceite árbol del té 100% puro Deliplus con pipeta dosificadora;23017;Bote;3.00;100 ml;300.00;0,01;https://tienda.mercadona.es/product/23017/aceite-arbol-te-100-puro-deliplus-con-pipeta-dosificadora-bote;https://prod-mercadona.imgix.net/images/12bff082dfc5d2c812b310e10aef97d0.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Colágeno soluble sabor limón Colagen;35588;Bote;5.30;100 g;21.20;0,25;https://tienda.mercadona.es/product/35588/colageno-soluble-sabor-limon-colagen-complemento-alimenticio-deliplus-bote;https://prod-mercadona.imgix.net/images/b373e369d67ce9234fcc5cd617cbf5df.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Barritas con proteínas Enervit Sport sabor coco y chocolate;9445;Caja;3.50;kg;29.17;0,12;https://tienda.mercadona.es/product/9445/barritas-con-proteinas-enervit-sport-sabor-coco-chocolate-caja;https://prod-mercadona.imgix.net/images/1991058d642d7c44258039986faec5af.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Comprimidos Vitaminas y Minerales Deliplus;79621;Caja;3.00;100 g;0.10;0,0279;https://tienda.mercadona.es/product/79621/comprimidos-vitaminas-minerales-deliplus-caja;https://prod-mercadona.imgix.net/images/a76d83ad146c5d3893731b1ea5023c0e.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Comprimidos Dormir Deliplus;35939;Caja;3.95;ud;0.13;0,024;https://tienda.mercadona.es/product/35939/capsulas-dormir-deliplus-contiene-melatonina-extractos-plantas-magnesio-vitamina-b6-caja;https://prod-mercadona.imgix.net/images/cb009579cf3b07fb1f90981daf770c12.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Comprimidos efervescentes vitamina C y zinc Deliplus sabor limón;35620;Tubo;1.95;100 g;0.10;0,08;https://tienda.mercadona.es/product/35620/comprimidos-efervescentes-vitamina-c-zinc-deliplus-sabor-limon-tubo;https://prod-mercadona.imgix.net/images/416bab6bde6f729dfc06b4bfeac42369.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Gel energético con cafeína Enervit Sport sabor cítricos;28116;Caja;3.75;kg;40.76;0,096;https://tienda.mercadona.es/product/28116/gel-energetico-con-cafeina-enervit-sport-sabor-citricos-pack-3;https://prod-mercadona.imgix.net/images/43778722108beca2bd6aa7e0c89c7eb4.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Perlas Omega 3 Deliplus;22986;Caja;3.95;ud;0.07;0,0414;https://tienda.mercadona.es/product/22986/perlas-omega-3-deliplus-caja;https://prod-mercadona.imgix.net/images/fb166c4e7962e8ff1b6cc8a01a2a6fd0.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas LaxForte Deliplus;13797;Caja;3.95;ud;0.13;0,01635;https://tienda.mercadona.es/product/13797/capsulas-laxforte-deliplus-contiene-sen-cascara-sagrada-elaborado-base-especies-vegetales-aminoacidos-caja;https://prod-mercadona.imgix.net/images/b1b9139665016cecd9148604ff9ea0ab.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Valeriana Deliplus;23367;Caja;4.15;ud;0.07;0,0327;https://tienda.mercadona.es/product/23367/capsulas-valeriana-deliplus-elaborado-base-especies-vegetales-caja;https://prod-mercadona.imgix.net/images/8fb6a51421d7ffe705431dc11d698ef6.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Spray oral Própolis Deliplus;22233;Spray;3.60;100 ml;180.00;0,02;https://tienda.mercadona.es/product/22233/spray-oral-propolis-deliplus-contiene-equinacea-eucalipto-elaborado-base-especies-vegetales-liquen-islandia-spray;https://prod-mercadona.imgix.net/images/7b7a1b899876dc2ab66a488f0298037e.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Perlas Onagra Deliplus;15670;Caja;4.30;ud;0.07;0,041;https://tienda.mercadona.es/product/15670/perlas-onagra-deliplus-contiene-vitamina-caja;https://prod-mercadona.imgix.net/images/13f226d9de723150ba1992588867ff48.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Sticks Jalea Real y Própolis Deliplus;79655;Caja;4.95;100 ml;0.41;0,12;https://tienda.mercadona.es/product/79655/sticks-jalea-real-propolis-deliplus-contiene-manuka-hiedra-hinojo-vitamina-c-elaborado-base-miel-aceite-esencial-manuka-extractos-vegetales-caja;https://prod-mercadona.imgix.net/images/0408925318c8ac301c1e74a66f4db061.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Cola de caballo Deliplus;13861;Caja;3.85;ud;0.13;0,01635;https://tienda.mercadona.es/product/13861/capsulas-cola-caballo-deliplus-elaborado-base-especies-vegetales-caja;https://prod-mercadona.imgix.net/images/90348a62757950642debb3e4be3db505.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Alcachofa Deliplus;13796;Caja;3.95;ud;0.13;0,01635;https://tienda.mercadona.es/product/13796/capsulas-alcachofa-deliplus-elaborado-base-especies-vegetales-caja;https://prod-mercadona.imgix.net/images/763c4feebbde2ab257d534f3953311d3.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Memory Forte Deliplus;35945;Caja;3.95;ud;0.13;0,01785;https://tienda.mercadona.es/product/35945/capsulas-memory-forte-deliplus-contiene-bacopa-ashwagandha-gaba-elaborado-base-especies-vegetales-fosfatidilserina-vitaminas-caja;https://prod-mercadona.imgix.net/images/622d2532c2a9f94344a248af92db2856.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Quemagrasas Deliplus;79063;Caja;3.95;100 g;0.13;0,01785;https://tienda.mercadona.es/product/79063/capsulas-quemagrasas-deliplus-elaborado-base-especies-vegetales-vitamina-c-caja;https://prod-mercadona.imgix.net/images/093324a34d82cd8d40d53c131d5a953f.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Colagen Antiox piel Deliplus;35943;Caja;4.95;ud;0.17;0,018;https://tienda.mercadona.es/product/35943/capsulas-colagen-antiox-piel-deliplus-contiene-colageno-acido-hialuronico-wakame-q10-elaborado-base-especies-vegetales-vitaminas-minerales-caja;https://prod-mercadona.imgix.net/images/38031028785ecc5203da496d6b8321d0.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Articular Forte Deliplus;35944;Caja;4.20;ud;0.14;0,01545;https://tienda.mercadona.es/product/35944/capsulas-articular-forte-deliplus-contiene-boswellia-ortiga-vitamina-d3-elaborado-base-especies-vegetales-acido-hialuronico-vitaminas-caja;https://prod-mercadona.imgix.net/images/7f5414ff4911e9af334062cece55ae7d.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Spirulina + vitamina B12 Deliplus;35991;Caja;5.00;ud;0.08;0,0327;https://tienda.mercadona.es/product/35991/capsulas-spirulina-vitamina-b12-deliplus-caja;https://prod-mercadona.imgix.net/images/261f87d422a623b7ee129f0674fa4b27.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Menopausia Deliplus;79704;Caja;4.50;100 g;0.15;0,019351;https://tienda.mercadona.es/product/79704/capsulas-menopausia-deliplus-con-isoflavonas-salvia-melisa-elaborado-base-especies-vegetales-vitaminas-minerales-caja;https://prod-mercadona.imgix.net/images/35a3922f8b9ba426b90c3531efde1950.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Comprimidos efervescentes magnesio Deliplus 300 mg sabor naranja;79594;Tubo;1.95;100 g;0.10;0,078;https://tienda.mercadona.es/product/79594/comprimidos-efervescentes-magnesio-deliplus-300-mg-sabor-naranja-vitaminas-b1-b6-b12-tubo;https://prod-mercadona.imgix.net/images/baaf70fb06ddd10e54e167a919e8fd2c.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Comprimidos cabello y uñas Deliplus;52965;Caja;3.95;ud;0.13;0,024;https://tienda.mercadona.es/product/52965/comprimidos-cabello-unas-deliplus-contiene-biotina-zinc-caja;https://prod-mercadona.imgix.net/images/38b914b15183bd88b42e6c049c58e155.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Barrita con proteínas Enervit Sport sabor chocolate negro;23670;Caja;5.25;kg;29.17;0,18;https://tienda.mercadona.es/product/23670/barrita-con-proteinas-enervit-sport-sabor-chocolate-negro-caja;https://prod-mercadona.imgix.net/images/cc75c8f03909cdf07cd61354cc4275c4.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Gases Deliplus;35880;Caja;4.50;ud;0.15;0,01695;https://tienda.mercadona.es/product/35880/capsulas-gases-deliplus-contiene-hinojo-manzanilla-jengibre-elaborado-base-especies-vegetales-caja;https://prod-mercadona.imgix.net/images/b8b1e45df6e352e52bc971a7a76c7eff.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Cápsulas Probiótico Deliplus;52589;Caja;5.95;ud;0.20;0,01785;https://tienda.mercadona.es/product/52589/capsulas-probiotico-deliplus-contiene-5-variedades-cepas-elaborado-base-microorganismos-fos-caja;https://prod-mercadona.imgix.net/images/d94188b7a400445efd52f09bc4349a8f.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Fitoterapia;Aceite de Ricino Deliplus;52590;Bote;3.45;100 ml;115.00;0,03;https://tienda.mercadona.es/product/52590/aceite-ricino-deliplus-nutre-fortalece-contiene-aplicador-bote;https://prod-mercadona.imgix.net/images/429068f4f7f3b96182954806965527ef.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Bastoncillos de algodón 100% Deliplus;79007;Caja;0.90;ud;0.00;200;https://tienda.mercadona.es/product/79007/bastoncillos-algodon-100-deliplus-caja;https://prod-mercadona.imgix.net/images/0c122b2667a171618222455899ce5a0d.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Alcohol 96º Deliplus antiséptico;77248;Botella;0.75;100 ml;3.00;0,25;https://tienda.mercadona.es/product/77248/alcohol-96o-deliplus-antiseptico-botella;https://prod-mercadona.imgix.net/images/5a4146291a89a169a5472e2061b3ea9d.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Agua oxigenada Deliplus desinfectante antiséptico;77241;Botella;0.65;100 ml;2.60;0,25;https://tienda.mercadona.es/product/77241/agua-oxigenada-deliplus-desinfectante-antiseptico-botella;https://prod-mercadona.imgix.net/images/87da79c7a7b3c04f21b2132ad8e2948a.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Pulsera de citronela talla L Bosque Verde;72049;Paquete;1.50;ud;1.50;1;https://tienda.mercadona.es/product/72049/pulsera-citronela-talla-l-duracion-2-semanas-paquete;https://prod-mercadona.imgix.net/images/d8bc8e9d3748ad767d256613303d8cac.jpeg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Pulsera de citronela talla S Bosque Verde;72039;Paquete;1.50;ud;1.50;1;https://tienda.mercadona.es/product/72039/pulsera-citronela-talla-s-duracion-2-semanas-paquete;https://prod-mercadona.imgix.net/images/507e2a9a55789c076168db81f667d9cd.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Tiras adhesivas protectoras Classic color beige Deliplus surtidas, elásticas y transpirables;79717;Caja;1.00;ud;0.03;1;https://tienda.mercadona.es/product/79717/tiras-adhesivas-protectoras-classic-color-beige-deliplus-surtidas-elasticas-transpirables-caja;https://prod-mercadona.imgix.net/images/6942ea357b72452f69208fc2b69e5ed4.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Solución única para lentes de contacto blandas Deliplus con ácido hialurónico;33357;Bote;4.00;100 ml;11.11;0,36;https://tienda.mercadona.es/product/33357/solucion-unica-lentes-contacto-blandas-deliplus-con-acido-hialuronico-contiene-estuche-portalentes-bote;https://prod-mercadona.imgix.net/images/d8ddb642a7fa24e828c6d69715b22225.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Bandas adhesivas fijación fuerte color beige Deliplus para cortar;79673;Caja;1.50;ud;0.15;1;https://tienda.mercadona.es/product/79673/bandas-adhesivas-fijacion-fuerte-color-beige-deliplus-cortar-caja;https://prod-mercadona.imgix.net/images/79890175ac6e8abda6856c86e8118b86.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Esparadrapo textil adhesivo resistente color beige Deliplus;79666;Caja;1.40;ud;1.40;1;https://tienda.mercadona.es/product/79666/esparadrapo-textil-adhesivo-resistente-color-beige-deliplus-5-m-x-25-cm-caja;https://prod-mercadona.imgix.net/images/c905d993ebb786bd9159c6ed1c131a42.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Vaselina hidratante Deliplus;77749;Tarro;2.00;100 g;20.00;0,1;https://tienda.mercadona.es/product/77749/vaselina-hidratante-deliplus-tarro;https://prod-mercadona.imgix.net/images/0ccd3b1abd9e977cdabd0ebcb207d80f.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Algodón hidrófilo 100% zig-zag hipoalergénico Deliplus;12051;Paquete;1.20;100 g;12.00;0,1;https://tienda.mercadona.es/product/12051/algodon-hidrofilo-100-zig-zag-hipoalergenico-deliplus-paquete;https://prod-mercadona.imgix.net/images/7c912d34825b258b4db81cea111b1a97.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Povidona yodada 10% Deliplus;35940;Botella;2.15;100 ml;17.20;0,125;https://tienda.mercadona.es/product/35940/povidona-yodada-10-cuidaplus-botella;https://prod-mercadona.imgix.net/images/3b343d40c2d5d63b04401d3e7ef19c5c.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Alcohol de romero Deliplus;77322;Botella;2.00;100 ml;8.00;0,25;https://tienda.mercadona.es/product/77322/alcohol-romero-deliplus-botella;https://prod-mercadona.imgix.net/images/7272122046b746f7abf0442703ed19ee.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Tiras adhesivas protectoras infantiles Deliplus surtidas, elásticas y transpirables;79136;Caja;1.30;ud;0.07;1;https://tienda.mercadona.es/product/79136/tiras-adhesivas-protectoras-infantiles-deliplus-surtidas-elasticas-transpirables-caja;https://prod-mercadona.imgix.net/images/98688261834f4fcbea5c14819c5e2582.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Roll-on alivio picor Deliplus;78401;Caja;3.50;100 ml;233.33;0,015;https://tienda.mercadona.es/product/78401/roll-on-alivio-picor-deliplus-caja;https://prod-mercadona.imgix.net/images/5d8d47894cf9adede20e4bacb018a751.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Esparadrapo de papel adhesivo microporoso color blanco Deliplus;79667;Caja;1.30;ud;1.30;1;https://tienda.mercadona.es/product/79667/esparadrapo-papel-adhesivo-microporoso-color-blanco-deliplus-5-m-x-25-cm-caja;https://prod-mercadona.imgix.net/images/e72cf2569ab8e494965db6daa84bd5db.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Tiras adhesivas protectoras de espuma acolchado Deliplus protección extra;35734;Caja;1.30;ud;1.30;1;https://tienda.mercadona.es/product/35734/tiras-adhesivas-protectoras-espuma-acolchado-deliplus-proteccion-extra-caja;https://prod-mercadona.imgix.net/images/924bab8b97a6f76db803e636b0f6f2be.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Tiras adhesivas protectoras de poliuretano Aqua Deliplus surtidas resistentes al agua;12779;Caja;1.30;ud;0.11;1;https://tienda.mercadona.es/product/12779/tiras-adhesivas-protectoras-poliuretano-aqua-deliplus-surtidas-resistentes-agua-caja;https://prod-mercadona.imgix.net/images/160a9b9a017acf1f044008290727bb57.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Bálsamo oriental efecto calor Deliplus con vitamina E;76480;;2.99;100 ml;99.67;0,03;https://tienda.mercadona.es/product/76480/balsamo-oriental-efecto-calor-deliplus-con-vitamina;https://prod-mercadona.imgix.net/images/c6a33c1f0891fa1b6e42464130c9cfd9.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Apósitos hidrocoloides adhesivos para ampollas y rozaduras Deliplus surtidos;35735;Caja;4.30;ud;0.72;1;https://tienda.mercadona.es/product/35735/apositos-hidrocoloides-adhesivos-ampollas-rozaduras-deliplus-surtidos-caja;https://prod-mercadona.imgix.net/images/0401caf080f6ff86d1de23f73e2af45a.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Venda elástica cohesiva Deliplus fijación fuerte;79678;Caja;2.10;ud;2.10;1;https://tienda.mercadona.es/product/79678/venda-elastica-cohesiva-deliplus-fijacion-fuerte-2-m-x-5-cm-caja;https://prod-mercadona.imgix.net/images/b9334c9421edafee09afd769e24f69fc.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Spray repelente fuerte Deliplus antimosquitos;52996;Spray;2.75;L;27.50;0,1;https://tienda.mercadona.es/product/52996/spray-repelente-fuerte-deliplus-antimosquitos-spray;https://prod-mercadona.imgix.net/images/7b44f52a06d56bfa544130b8bb0029d4.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Protectores para los oídos de espuma Moldex;22712;Caja;1.70;ud;0.43;1;https://tienda.mercadona.es/product/22712/protectores-oidos-espuma-moldex-ruido-caja;https://prod-mercadona.imgix.net/images/214bdbe95c8d1344d2a0c409ac80d755.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Lágrimas hidratantes para los ojos Deliplus con hialuronato sódico 0,2%;7895;Caja;5.70;ud;0.19;1;https://tienda.mercadona.es/product/7895/lagrimas-hidratantes-ojos-deliplus-con-hialuronato-sodico-02-sin-conservantes-caja;https://prod-mercadona.imgix.net/images/047156c118c7ba89a713eecb169de26e.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Stick de árnica Cata Pum Deliplus;52740;Bote;4.00;ud;4.00;0,014;https://tienda.mercadona.es/product/52740/stick-arnica-cata-pum-deliplus-caja;https://prod-mercadona.imgix.net/images/8385ca3502cd60d049b3c5277ea994c2.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Gasas esterilizadas de algodón 100% hidrófilo Deliplus;79506;Caja;1.20;ud;0.12;10;https://tienda.mercadona.es/product/79506/gasas-esterilizadas-algodon-100-hidrofilo-deliplus-caja;https://prod-mercadona.imgix.net/images/09a9105fbd107ed791252ef70b43219c.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Spray desinfectante antiséptico transparente Deliplus contiene clorhexidina y digluconato 2%;79438;Spray;1.80;100 ml;36.00;0,05;https://tienda.mercadona.es/product/79438/spray-desinfectante-antiseptico-transparente-deliplus-contiene-clorhexidina-digluconato-2-spray;https://prod-mercadona.imgix.net/images/b28ab29e53c2a41f806b23a87d9af470.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Toallitas de manos hidroalcohólicas Deliplus 75% Alcohol;79712;Paquete;1.00;ud;0.07;15;https://tienda.mercadona.es/product/79712/toallitas-manos-hidroalcoholicas-deliplus-75-alcohol-paquete;https://prod-mercadona.imgix.net/images/548bffd0cffb76066bacee754df40f4c.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Mascarillas quirúrgicas Deliplus no reutilizables;8945;Paquete;1.50;ud;0.15;1;https://tienda.mercadona.es/product/8945/mascarillas-quirurgicas-deliplus-reutilizables-paquete;https://prod-mercadona.imgix.net/images/765167f8170d057b524ba081bef25dce.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Apósitos infantiles Tattoo Deliplus;7894;Caja;1.80;ud;0.15;1;https://tienda.mercadona.es/product/7894/apositos-infantiles-tattoo-deliplus-caja;https://prod-mercadona.imgix.net/images/301c967c0a1ff21e4baae4e5638a8ec6.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Botiquín;Bastoncillos de algodón Deliplus tamaño viaje;12781;Bote;0.80;ud;0.02;1;https://tienda.mercadona.es/product/12781/bastoncillos-algodon-deliplus-tamano-viaje-bote;https://prod-mercadona.imgix.net/images/a0bbeaef1f943d211814dd4c262cd303.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Preservativos;Preservativos sensitivo suave Durex;77441;Caja;8.25;ud;0.69;1;https://tienda.mercadona.es/product/77441/preservativos-sensitivo-suave-durex-caja;https://prod-mercadona.imgix.net/images/6e56c256640c25db8f306767231fe3c0.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Preservativos;Preservativos natural On;11606;Caja;3.00;ud;0.25;1;https://tienda.mercadona.es/product/11606/preservativos-natural-on-caja;https://prod-mercadona.imgix.net/images/93aa5a401886c6287851ad16bc75dded.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Preservativos;Preservativos natural Durex;77427;Caja;7.25;ud;0.60;1;https://tienda.mercadona.es/product/77427/preservativos-natural-durex-caja;https://prod-mercadona.imgix.net/images/1c8d6b7f1d83d906a8c7ba16a27eb1ba.jpg?fit=crop&h=300&w=300
Fitoterapia y parafarmacia;Preservativos;Preservativos sensitive On;11607;Caja;3.20;ud;0.27;1;https://tienda.mercadona.es/product/11607/preservativos-sensitive-on-caja;https://prod-mercadona.imgix.net/images/8d1bb4d41d0c7e377dcf342d91b62a2b.jpg?fit=crop&h=300&w=300
Fruta y verdura;Plátano y uva;Plátano de Canarias IGP;3819;Pieza;0.57;kg;3.70;0,154;https://tienda.mercadona.es/product/3819/platano-canarias-igp-pieza;https://prod-mercadona.imgix.net/images/e4a37940916985bf5ca166e266580c37.jpg?fit=crop&h=300&w=300
Fruta y verdura;Plátano y uva;Banana;3824;Pieza;0.26;kg;1.40;0,184;https://tienda.mercadona.es/product/3824/banana-pieza;https://prod-mercadona.imgix.net/images/69edef3541bbf3f4b7173c9d617a5698.jpg?fit=crop&h=300&w=300
Fruta y verdura;Plátano y uva;Plátano macho;3132;Pieza;0.87;kg;2.90;0,3;https://tienda.mercadona.es/product/3132/platano-macho-pieza;https://prod-mercadona.imgix.net/images/c22baa2a17de06fbf8477ef25392b7ca.jpg?fit=crop&h=300&w=300
Fruta y verdura;Plátano y uva;Uva blanca sin semillas;3313;Bandeja;2.20;kg;4.40;0,5;https://tienda.mercadona.es/product/3313/uva-blanca-sin-semillas-bandeja;https://prod-mercadona.imgix.net/images/7b5610514b8fc646d0a02def291b8b6d.jpg?fit=crop&h=300&w=300
Fruta y verdura;Plátano y uva;Uva roja sin semillas;3321;Bandeja;2.20;kg;4.40;0,5;https://tienda.mercadona.es/product/3321/uva-roja-sin-semillas-bandeja;https://prod-mercadona.imgix.net/images/c31b4d1c9707162e97b45064a7ccb4a9.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Manzana Golden;3028;Pieza;0.42;kg;2.20;0,19;https://tienda.mercadona.es/product/3028/manzana-golden-pieza;https://prod-mercadona.imgix.net/images/12cc1ef38a5b781f364ca22e46a25ad7.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Manzanas Golden;3269;;3.08;kg;2.05;1,5;https://tienda.mercadona.es/product/3269/manzanas-golden-bolsa;https://prod-mercadona.imgix.net/images/59658e20cce6ca40e294edbe32d8b609.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Pera Conferencia;3119;Pieza;0.46;kg;2.75;0,166;https://tienda.mercadona.es/product/3119/pera-conferencia-pieza;https://prod-mercadona.imgix.net/images/debea7dc78060cb9cab5c608e7f9eb27.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Peras Conferencia;14470;;2.80;kg;2.50;1,12;https://tienda.mercadona.es/product/14470/peras-conferencia;https://prod-mercadona.imgix.net/images/a771fcc948ab41681d118b0b8de7ddaf.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Manzana roja dulce;8177;Pieza;0.54;kg;2.70;0,2;https://tienda.mercadona.es/product/8177/manzana-roja-dulce-pieza;https://prod-mercadona.imgix.net/images/878bf3cf8085247ce47942d38c31666c.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Pera Ercolina;3170;Pieza;0.34;kg;3.60;0,095;https://tienda.mercadona.es/product/3170/pera-ercolina-pieza;https://prod-mercadona.imgix.net/images/8da98219dea475bc1170fe49a9afcbdf.jpg?fit=crop&h=300&w=300
Fruta y verdura;Manzana y pera;Manzana Granny Smith;3021;Pieza;0.50;kg;2.35;0,211;https://tienda.mercadona.es/product/3021/manzana-granny-smith-pieza;https://prod-mercadona.imgix.net/images/06e8c47d7373ac738378135cc9787b6b.jpg?fit=crop&h=300&w=300
