categoria_principal_articulo;subcategoria_articulo;nombre_articulo;id_articulo;formato_venta_articulo;precio_articulo_por_formato_venta_articulo;unidad_medida_articulo;precio_por_unidad_articulo;cantidad_unidad_medida_articulo;url_enlace_articulo;imagen_articulo
Azúcar, caramelos y chocolate;Chicles;Chicles hierbabuena gragea Hacendado;65172;Bote;1.95;kg;19.50;0,1;https://tienda.mercadona.es/product/65172/chicles-hierbabuena-gragea-hacendado-bote;https://prod-mercadona.imgix.net/images/880e71727b68d43618e3bc89cf6691c6.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles hierbabuena lámina Hacendado;65139;Paquete;1.00;100 g;32.26;0,031;https://tienda.mercadona.es/product/65139/chicles-hierbabuena-lamina-hacendado-paquete;https://prod-mercadona.imgix.net/images/51543d58f860ae8925106c4641aa1c87.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles menta suave gragea Hacendado;65147;Paquete;1.00;100 g;22.22;0,045;https://tienda.mercadona.es/product/65147/chicles-menta-suave-gragea-hacendado-paquete;https://prod-mercadona.imgix.net/images/b48159703dc40e93f2413c707d2af2cb.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles fresa gragea Hacendado;65164;Paquete;1.00;100 g;22.22;0,045;https://tienda.mercadona.es/product/65164/chicles-fresa-gragea-hacendado-paquete;https://prod-mercadona.imgix.net/images/8b0c7adbc48fa26bedf07e16c6277830.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles fresa gragea Hacendado;65165;Bote;1.95;kg;19.50;0,1;https://tienda.mercadona.es/product/65165/chicles-fresa-gragea-hacendado-bote;https://prod-mercadona.imgix.net/images/330acd5cdd77f27d3db0baf4dfc3fe31.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles original sabor frutas gragea Hacendado;65135;Paquete;1.00;100 g;22.22;0,045;https://tienda.mercadona.es/product/65135/chicles-original-sabor-frutas-gragea-hacendado-paquete;https://prod-mercadona.imgix.net/images/dabacc8c88828e38215a52c4bbc3ebc1.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles sandía lámina Hacendado;65140;Paquete;1.00;100 g;32.26;0,031;https://tienda.mercadona.es/product/65140/chicles-sandia-lamina-hacendado-paquete;https://prod-mercadona.imgix.net/images/49ab1f081e3caa974058784f5672241c.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles XXL gragea Hacendado;65213;Paquete;1.80;kg;18.00;0,1;https://tienda.mercadona.es/product/65213/chicles-xxl-gragea-hacendado-sabor-melon-fresa-melocoton-frambuesa-paquete;https://prod-mercadona.imgix.net/images/f6144ec5697bb40f24ec68b81d174eae.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles jengibre gragea Hacendado;65177;Paquete;1.00;100 g;22.22;0,045;https://tienda.mercadona.es/product/65177/chicles-jengibre-gragea-hacendado-paquete;https://prod-mercadona.imgix.net/images/b58612dd228ef47f35d19a57f53d6cf4.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles eucalipto gragea Hacendado;52614;Paquete;1.00;100 g;22.22;0,045;https://tienda.mercadona.es/product/52614/chicles-eucalipto-gragea-hacendado-paquete;https://prod-mercadona.imgix.net/images/acded215d6f3fde944ca7f37525312cb.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles Melones ácidos Hacendado sabor melón, fresa, melocotón y frambuesa;52754;Paquete;1.15;kg;11.50;0,1;https://tienda.mercadona.es/product/52754/chicles-melones-acidos-hacendado-paquete;https://prod-mercadona.imgix.net/images/e629db224b62300b9765000e6d772e71.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chicles;Chicles cola XXL gragea Hacendado;14337;Bote;1.95;kg;19.50;0,1;https://tienda.mercadona.es/product/14337/chicles-cola-xxl-gragea-hacendado-bote;https://prod-mercadona.imgix.net/images/5b0eaadf4dcad0a3e2d52450871143dc.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos nata Hacendado 0% azúcares;65302;Paquete;1.15;kg;12.78;0,09;https://tienda.mercadona.es/product/65302/caramelos-nata-hacendado-0-azucares-paquete;https://prod-mercadona.imgix.net/images/f254cebca9e75e726e259e6c333cdd71.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos café Hacendado 0% azúcares;65123;Paquete;1.15;kg;12.78;0,09;https://tienda.mercadona.es/product/65123/caramelos-cafe-hacendado-0-azucares-paquete;https://prod-mercadona.imgix.net/images/193f9bdadd04ed67519b8c2810641fe5.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos sabor eucalipto y mentol Hacendado 0% azúcares;65138;Paquete;1.00;kg;11.11;0,09;https://tienda.mercadona.es/product/65138/caramelos-sabor-eucalipto-mentol-hacendado-0-azucares-paquete;https://prod-mercadona.imgix.net/images/ab8a95ae592421cc18e25b033da60f55.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos eucaliptus mentol Respiral Halls;65326;Paquete;1.95;kg;13.00;0,15;https://tienda.mercadona.es/product/65326/caramelos-eucaliptus-mentol-respiral-halls-paquete;https://prod-mercadona.imgix.net/images/c8e54e1a4ca57a04c711ab8107fe6391.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos cítricos mix Halls sin azúcar;65298;;2.95;kg;23.05;0,128;https://tienda.mercadona.es/product/65298/caramelos-citricos-mix-halls-pack-4;https://prod-mercadona.imgix.net/images/12e4f82dde9df07f56fccab64a41f377.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos limón mentol Respiral Halls;65328;Paquete;1.95;kg;13.00;0,15;https://tienda.mercadona.es/product/65328/caramelos-limon-mentol-respiral-halls-paquete;https://prod-mercadona.imgix.net/images/62066c26147d22be240e0d93d0d6487d.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos original Halls;65299;Pack-4;2.95;kg;23.05;0,128;https://tienda.mercadona.es/product/65299/caramelos-original-halls-pack-4;https://prod-mercadona.imgix.net/images/8a25a90bd5bf572bffd6ce8599bef479.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos blandos Fruits Hacendado;65311;Paquete;1.60;kg;5.33;0,3;https://tienda.mercadona.es/product/65311/caramelos-blandos-fruits-hacendado-sabor-limon-naranja-cereza-fresa-pina-paquete;https://prod-mercadona.imgix.net/images/493387191d1b52afd743e72c6ba0ce03.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos miel sabor limón Pifarré;65324;Paquete;1.15;kg;9.20;0,125;https://tienda.mercadona.es/product/65324/caramelos-miel-sabor-limon-pifarre-paquete;https://prod-mercadona.imgix.net/images/9b5f069a8d5beed58c850b6aea12a33d.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos regaliz mentol Respiral Halls;65327;Paquete;1.95;kg;13.00;0,15;https://tienda.mercadona.es/product/65327/caramelos-regaliz-mentol-respiral-halls-paquete;https://prod-mercadona.imgix.net/images/c574db59bf527230b58d84817689ba94.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos jengibre y própolis Hacendado 0% azúcares;65143;Paquete;1.35;kg;15.00;0,09;https://tienda.mercadona.es/product/65143/caramelos-jengibre-propolis-hacendado-0-azucares-paquete;https://prod-mercadona.imgix.net/images/c91407532dcda9307b4d91f41930899c.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos Mix Fruits Hacendado 0% azúcares;13390;Paquete;1.20;kg;12.00;0,1;https://tienda.mercadona.es/product/13390/caramelos-mix-fruits-hacendado-0-azucares-paquete;https://prod-mercadona.imgix.net/images/e2600bb56b6cf6001d1dfa535c59897e.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos sabor eucalipto y mentol Hacendado 0% azúcares;12771;;1.50;kg;16.13;0,093;https://tienda.mercadona.es/product/12771/caramelos-sabor-eucalipto-mentol-hacendado-0-azucares;https://prod-mercadona.imgix.net/images/1b553d41bffefff0cdd9139469f9e513.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Caramelos;Caramelos sabor lima Hacendado 0% azúcares;12766;;1.50;kg;16.13;0,093;https://tienda.mercadona.es/product/12766/caramelos-sabor-lima-hacendado-0-azucares;https://prod-mercadona.imgix.net/images/0efe3c1fed3c498b3dd92b18a260d29b.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 85% cacao Hacendado;60722;Tableta;1.95;kg;19.50;0,1;https://tienda.mercadona.es/product/60722/chocolate-negro-85-cacao-hacendado-tableta;https://prod-mercadona.imgix.net/images/aa3a4cd534eeeb52ad2ddd8fea969c8f.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro fundir Hacendado;12531;Tableta;2.40;kg;12.00;0,2;https://tienda.mercadona.es/product/12531/chocolate-negro-fundir-hacendado-tableta;https://prod-mercadona.imgix.net/images/c402c82c0caf8ff549ec508651892379.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Porciones de Chocolate negro 72% cacao extrafino Hacendado;12495;Paquete;3.65;kg;18.25;0,2;https://tienda.mercadona.es/product/12495/porciones-chocolate-negro-72-cacao-extrafino-hacendado-paquete;https://prod-mercadona.imgix.net/images/d35568b5829b2d43db8e2dcf70fe6081.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate 70% negro Valor 0% azúcares añadidos;7913;Tableta;2.80;kg;28.00;0,1;https://tienda.mercadona.es/product/7913/chocolate-70-negro-valor-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/4420d7983d5cf8a40c77bed7bff24b70.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 72% de cacao Hacendado;23773;Tableta;1.85;kg;18.50;0,1;https://tienda.mercadona.es/product/23773/chocolate-negro-72-cacao-hacendado-tableta;https://prod-mercadona.imgix.net/images/0a756c531b9150f8cf53ae207177a9df.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 55% cacao Hacendado con almendras;40358;Tableta;2.60;kg;13.00;0,2;https://tienda.mercadona.es/product/40358/chocolate-negro-55-cacao-hacendado-con-almendras-tableta;https://prod-mercadona.imgix.net/images/eaa7b0c290fa3564a97b9561b5086bb2.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate puro Valor;12126;Tableta;4.95;kg;16.50;0,3;https://tienda.mercadona.es/product/12126/chocolate-puro-valor-tableta;https://prod-mercadona.imgix.net/images/aa913b2fa1c66a54865c286a31ccb51c.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate puro Valor con almendras enteras;12130;Tableta;4.95;kg;19.80;0,25;https://tienda.mercadona.es/product/12130/chocolate-puro-valor-con-almendras-enteras-tableta;https://prod-mercadona.imgix.net/images/ead7ea5732f3e057832087a856597100.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro relleno de mousse Hacendado;12553;Tableta;2.35;kg;16.79;0,14;https://tienda.mercadona.es/product/12553/chocolate-negro-relleno-mousse-hacendado-tableta;https://prod-mercadona.imgix.net/images/e05094b855898f2a8aa78e9142168489.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolatinas de chocolate negro Royal Mints 49% rellenas de crema sabor a menta;12431;Caja;2.40;kg;12.00;0,2;https://tienda.mercadona.es/product/12431/chocolatinas-chocolate-negro-royal-mints-49-rellenas-crema-sabor-menta-caja;https://prod-mercadona.imgix.net/images/388d58b7f7976656eaf9ec945411b92e.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Gotas de chocolate negro para fundir Hacendado;12544;Paquete;2.75;kg;11.00;0,25;https://tienda.mercadona.es/product/12544/gotas-chocolate-negro-fundir-hacendado-paquete;https://prod-mercadona.imgix.net/images/5a6ad3c58e5310b8079675594f796bab.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 72% de cacao Hacendado con almendras enteras;29062;Tableta;3.05;kg;15.25;0,2;https://tienda.mercadona.es/product/29062/chocolate-negro-72-cacao-hacendado-con-almendras-enteras-tableta;https://prod-mercadona.imgix.net/images/fd4ecfe9fd8242a4b509d1b639c4ab44.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Porciones de Chocolate negro 85% cacao extrafino Hacendado;12493;Paquete;3.80;kg;19.00;0,2;https://tienda.mercadona.es/product/12493/porciones-chocolate-negro-85-cacao-extrafino-hacendado-paquete;https://prod-mercadona.imgix.net/images/4b9bf37c1a9dd461c4079ad21a0511b0.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 72% cacao Hacendado con trozos de naranja;22703;Tableta;1.95;kg;19.50;0,1;https://tienda.mercadona.es/product/22703/chocolate-negro-72-cacao-hacendado-con-trozos-naranja-tableta;https://prod-mercadona.imgix.net/images/a26b2b2c23a207dbabd934db709a4e36.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 85% cacao extrafino y edulcorante Hacendado 0% azúcares añadidos;12524;Tableta;2.35;kg;23.50;0,1;https://tienda.mercadona.es/product/12524/chocolate-negro-85-cacao-extrafino-edulcorante-hacendado-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/44e99daf51c5f8540bd75eb019e49888.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos;12530;Tableta;3.40;kg;17.00;0,2;https://tienda.mercadona.es/product/12530/chocolate-negro-70-cacao-fundir-hacendado-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/e8e32a0506510cdb96d0eb3211d9ac8c.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;99% cacao negro Hacendado;12586;Tableta;2.70;kg;27.00;0,1;https://tienda.mercadona.es/product/12586/99-cacao-negro-hacendado-tableta;https://prod-mercadona.imgix.net/images/6ce76720b67340011d8b5c4d4becfe93.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 55% cacao Hacendado;70652;Tableta;1.75;kg;11.67;0,15;https://tienda.mercadona.es/product/70652/chocolate-negro-55-cacao-hacendado-tableta;https://prod-mercadona.imgix.net/images/821eb40162ef5fa7ea8f7be8e414c205.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate negro;Chocolate negro 72% de cacao Hacendado con almendras enteras;9820;Tableta;3.05;kg;20.33;0,15;https://tienda.mercadona.es/product/9820/chocolate-negro-72-cacao-hacendado-con-almendras-enteras-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/98921435d40f33cfc1904decfea99944.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche classic Hacendado;80517;Tableta;1.60;kg;10.67;0,15;https://tienda.mercadona.es/product/80517/chocolate-con-leche-classic-hacendado-tableta;https://prod-mercadona.imgix.net/images/4fbd4326c624a5c9c03c8df395d755e8.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche extrafino Nestlé;12562;Tableta;1.95;kg;15.60;0,125;https://tienda.mercadona.es/product/12562/chocolate-con-leche-extrafino-nestle-tableta;https://prod-mercadona.imgix.net/images/7a4e8315c137885709465194698696b4.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Milka;12151;Tableta;2.15;kg;14.33;0,15;https://tienda.mercadona.es/product/12151/chocolate-con-leche-milka-tableta;https://prod-mercadona.imgix.net/images/e6cbab042ce93bc6756ef45ff91a19bc.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate extrafino con leche Hacendado almendras enteras;12037;Tableta;2.00;kg;10.00;0,2;https://tienda.mercadona.es/product/12037/chocolate-extrafino-con-leche-hacendado-almendras-enteras-tableta;https://prod-mercadona.imgix.net/images/2108bcd0f61db865e8504f9f12371050.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Valor almendras enteras;12107;Tableta;4.95;kg;19.80;0,25;https://tienda.mercadona.es/product/12107/chocolate-con-leche-valor-almendras-enteras-tableta;https://prod-mercadona.imgix.net/images/bcaa486e4d86b511a2b6e3b86a41187d.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Hacendado avellanas troceadas;15633;Tableta;1.65;kg;11.00;0,15;https://tienda.mercadona.es/product/15633/chocolate-con-leche-hacendado-avellanas-troceadas-tableta;https://prod-mercadona.imgix.net/images/54e54cb1a668eb22d9be2121a04742c8.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate extrafino con leche Hacendado 0% azúcares añadidos;12946;Tableta;1.35;kg;13.50;0,1;https://tienda.mercadona.es/product/12946/chocolate-extrafino-con-leche-hacendado-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/aa0345e26a0ef7154087d5b34b3618e9.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Valor almendras enteras;12140;Tableta;4.00;kg;26.67;0,15;https://tienda.mercadona.es/product/12140/chocolate-con-leche-valor-almendras-enteras-0-azucares-anadidos-tableta;https://prod-mercadona.imgix.net/images/e7b89c5db505fd7d552fc08d6c0cacb9.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Milka galleta;12016;Tableta;4.50;kg;15.00;0,3;https://tienda.mercadona.es/product/12016/chocolate-con-leche-milka-galleta-tableta;https://prod-mercadona.imgix.net/images/ce540e0f2cdc3709cc2c6e133e4cf598.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Hacendado almendras troceadas;23837;Tableta;1.65;kg;11.00;0,15;https://tienda.mercadona.es/product/23837/chocolate-con-leche-hacendado-almendras-troceadas-tableta;https://prod-mercadona.imgix.net/images/6773b2b9f2d551ace25d8d54d89575ac.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche Fussion Hacendado relleno crema de fresa;86798;Tableta;1.35;kg;12.27;0,11;https://tienda.mercadona.es/product/86798/chocolate-con-leche-fussion-hacendado-relleno-crema-fresa-tableta;https://prod-mercadona.imgix.net/images/19aa713999445aa47eca1dd187919936.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Fideos de chocolate Hacendado;32227;Paquete;1.75;kg;17.50;0,1;https://tienda.mercadona.es/product/32227/fideos-chocolate-hacendado-especial-reposteria-postres-paquete;https://prod-mercadona.imgix.net/images/2edc66f0eb9284ea9039f1c605336b9f.jpg?fit=crop&h=300&w=300
Azúcar, caramelos y chocolate;Chocolate con leche;Chocolate con leche fundir Hacendado;12533;Tableta;2.40;kg;12.00;0,2;https://tienda.mercadona.es/product/12533/chocolate-con-leche-fundir-hacendado-tableta;https://prod-mercadona.imgix.net/images/5230162330fda1f7d9e46152ba7a087d.jpg?fit=crop&h=300&w=300
